countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,cgdpe,cgdpo,ck,ctfp,rgdpna,rkna,rtfpna,labsh,xr,pl_gdpe,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_k,phi_NR
TZA,Tanzania,Tanzanian Shilling,1974,21439.11,20565.934,15.474884,7.498677,,1.4088829,21291.0,20773.748,29004.367,0.36109883,11221.497157522288,38972.258,0.8349101,0.52845734,7.134841100736026,0.15623441,0.16012456,0,0,0,0,,,0.26267505,0.16025533,0.7249356,0.1239009,-0.25945008,-0.012316779,0.28460876841299776,0.24390898953462287,0.09033745823452174,0.16749305,0.14643256,0.27620885,0.02548361
TZA,Tanzania,Tanzanian Shilling,1975,23002.152,22416.502,15.97799,7.715984,,1.4200706,23154.016,22738.363,31189.324,0.3923668,11884.585625919415,41024.004,0.84663093,0.52845734,7.366791665666666,0.16538657,0.1684098,0,0,0,0,,,0.2517121,0.15316854,0.7401086,0.08909254,-0.20150341,-0.03257834,0.31125637849470206,0.2571446361009093,0.09678632091044904,0.18771179,0.15976532,0.2938989,0.024989625
TZA,Tanzania,Tanzanian Shilling,1976,25070.162,24584.746,16.491445,7.941101,,1.4469563,25188.062,24805.719,32958.242,0.39981863,12643.467362737538,43294.664,0.8563263,0.52845734,8.376774999416668,0.16465196,0.16718984,0,0,0,0,,,0.20516017,0.14249158,0.69029945,0.103866026,-0.15696764,0.01515038,0.31767728450919525,0.26495423894650294,0.09846773567843992,0.19034594,0.16573058,0.2988028,0.028288525
TZA,Tanzania,Tanzanian Shilling,1977,24392.697,23999.668,17.016576999999998,8.166649,,1.4743508,24496.791,24164.537,35709.895,0.36718264,12694.270136639228,45817.805,0.81667393,0.52845734,8.289208332500001,0.20225771,0.20503868,0,0,0,0,,,0.21471219,0.16462274,0.6668858,0.10198903,-0.15071502,0.002505268,0.3770791528037019,0.3198164949641359,0.11695203009802173,0.22682938,0.20047976,0.34727237,0.029451413
TZA,Tanzania,Tanzanian Shilling,1978,25063.615,24871.383,17.55545,8.399443,,1.5022641,25359.787,25245.812,38750.41,0.3608674,12847.846338211017,48180.215,0.78744495,0.52845734,7.712049999,0.23400912,0.2350656,0,0,0,0,,,0.2405871,0.15498403,0.76114076,0.067869656,-0.18579228,-0.0387893,0.45020903302534804,0.37596768394944385,0.13676531764489278,0.27566287,0.24331838,0.39824888,0.028718334
TZA,Tanzania,Tanzanian Shilling,1979,25619.727,25277.186,18.111097,8.657322,,1.5307058,25841.033,25556.719,41685.91,0.34907612,13278.210066565634,50693.996,0.77422875,0.52845734,8.216624999,0.2431143,0.2458189,0,0,0,0,,,0.23959689,0.1637314,0.73652583,0.07291328,-0.17543054,-0.037336867,0.4605698449326612,0.38556909060776884,0.14070649394648133,0.2744533,0.24014702,0.3989893,0.032220174
TZA,Tanzania,Tanzanian Shilling,1980,24700.494,24115.625,18.685789,8.920781,,1.5596861,25102.62,24415.602,43556.758,0.32532305,13675.289218915592,52491.64,0.7644436,0.52845734,8.196591665833333,0.29122326,0.29941782,1,0,0,0,0.2427089006007236,,0.31278545,0.15667847,0.6944525,0.0727527,-0.19691166,-0.03975751,0.5159900068332047,0.43293531976664745,0.1580147174307695,0.30208462,0.25196615,0.44674113,0.035159674
TZA,Tanzania,Tanzanian Shilling,1981,21007.904,20351.07,19.281181999999998,9.228156,,1.5748872,21489.059,20759.79,49034.64,0.26079956,13606.384307181983,53048.805,0.73958606,0.52845734,8.283508332583335,0.39244437,0.40623054,2,0,0,0,,,0.3498654,0.16109392,0.61267143,0.06893836,-0.14299211,-0.049577046,0.6160862013159262,0.5125384837318311,0.2331567652400381,0.39433396,0.29216346,0.5372462,0.0360986
TZA,Tanzania,Tanzanian Shilling,1982,21816.738,21517.29,19.897071,9.559881,,1.5902365,22432.117,22009.959,54734.16,0.262962,13686.968017512592,53177.95,0.7256447,0.52845734,9.282591665833333,0.39782134,0.4054517,2,0,0,0,,,0.30887482,0.14512892,0.64122915,0.04706277,-0.1020232,-0.040272474,0.6451032181862187,0.5783556422312457,0.2378474953351947,0.35986784,0.30251125,0.6253637,0.030154986
TZA,Tanzania,Tanzanian Shilling,1983,22843.432,22583.756,20.53176,9.888759,,1.6057354,23401.55,23100.607,57851.2,0.25654486,13361.713476543198,52620.99,0.69573915,0.52845734,11.14278333233333,0.3846953,0.3897069,2,0,0,0,,,0.28862497,0.1113939,0.66728324,0.02997253,-0.059367597,-0.037907027,0.7353044831239106,0.468687083834639,0.21902239355696254,0.49482247,0.35267773,0.47391135,0.033927683
TZA,Tanzania,Tanzanian Shilling,1984,25036.135,25138.64,21.1826,10.223521,,1.6213855,25264.566,25361.79,63677.004,0.25372365,13813.682982305474,51716.168,0.70889014,0.52845734,15.2922499995,0.3273332,0.32607841,2,1,0,0,,,0.24836451,0.092259005,0.7380767,0.036743972,-0.05110281,-0.064341374,0.6757124777576906,0.5334414218767818,0.18433942825148025,0.43671438,0.4321147,0.59630626,0.03941609
TZA,Tanzania,Tanzanian Shilling,1985,28874.242,29083.805,21.84829,10.565339,,1.637188,29465.895,29613.23,72476.77,0.26890844,14447.84174620479,50779.863,0.73120654,0.52845734,17.47233333308333,0.30949822,0.3079583,1,1,0,0,0.289883317466976,,0.21006472,0.084934175,0.8010165,0.02826921,-0.04672391,-0.077560656,0.7486709865858517,0.6655402139268194,0.15657395403993435,0.42793304,0.41666734,0.77082413,0.03305068
TZA,Tanzania,Tanzanian Shilling,1986,19830.754,20107.15,22.525147999999998,10.90413,,1.6560938,20385.617,20580.438,69104.09,0.18455912,14721.12563340882,50247.234,0.7319114,0.52845734,32.69801666641666,0.31602663,0.313035,2,1,0,0,,,0.35150504,0.11920101,0.6730415,0.044665217,-0.060913987,-0.12749885,0.4742783940914448,0.5150285358134261,0.19813266962953216,0.46729776,0.48232004,0.6647748,0.050940722
TZA,Tanzania,Tanzanian Shilling,1987,15401.596,15536.67,23.215059999999998,11.212267,,1.6752182,15857.638,15912.957,66341.85,0.13986865,15446.962966306963,50674.383,0.74919754,0.52845734,64.26035,0.2846744,0.28368476,2,1,0,0,,,0.5303355,0.2047214,0.52268124,0.027115235,-0.032786883,-0.25206646,0.3005141900499245,0.37772070946181385,0.23215870343148898,0.5202045,0.5172534,0.48522744,0.08366081
TZA,Tanzania,Tanzanian Shilling,1988,20978.852,21647.252,23.928658,11.551781,,1.6945634,21576.963,22211.016,64133.48,0.1894778,16074.114451045634,51126.906,0.759588,0.52845734,99.29210833333333,0.24382527,0.23686482,2,1,0,0,,,0.39662644,0.14731844,0.63533986,0.029759418,-0.055879246,-0.15316492,0.3545613429211983,0.45495947522237823,0.1257391580591034,0.5711535,0.56178993,0.5395588,0.07875237
TZA,Tanzania,Tanzanian Shilling,1989,19975.035,20341.4,24.680404,11.932468,,1.7129053,20476.006,20855.555,61689.887,0.17679982,16715.86443403437,51971.523,0.7661472,0.52845734,143.3769166666667,0.27441716,0.26942304,2,1,0,0,,,0.458818,0.1663791,0.5570635,0.03609043,-0.059366345,-0.15898465,0.33482866339653533,0.5047650864870253,0.15586162023835332,0.59443915,0.5664654,0.47542357,0.086121306
TZA,Tanzania,Tanzanian Shilling,1990,20739.668,21404.215,24.798692,12.043391,,1.7277933,20576.713,21276.277,64581.87,0.17370954,17462.139664479557,54464.1,0.77549237,0.52845734,195.0559166666667,0.26100734,0.2524254,2,1,0,0,,,0.4393366,0.2371508,0.52503794,0.030363062,-0.062288627,-0.16959977,0.30861286208256716,0.4407898291686106,0.13996768299714119,0.629667,0.60185695,0.38574466,0.08964566
TZA,Tanzania,Tanzanian Shilling,1991,20562.625,21031.135,25.630511,12.541,,1.7379007,20305.256,20832.186,63961.652,0.16596156,18457.757244999877,57307.312,0.7809214,0.52845734,219.1574166666667,0.2989455,0.29138395,2,1,0,0,,,0.45199993,0.2596511,0.52957046,0.028182285,-0.06265789,-0.20674586,0.4713477588343726,0.3264787021350051,0.13829671199818402,0.64808536,0.6016115,0.2891491,0.05723352
TZA,Tanzania,Tanzanian Shilling,1992,19085.566,19889.018,26.508502,13.071237,,1.7480674,18723.309,19616.723,63012.31,0.14834572,19108.85026686744,59771.938,0.7730311,0.52845734,297.7080833333333,0.2885658,0.27542353,2,1,0,0,,,0.49485567,0.2676885,0.4827319,0.035525747,-0.08545205,-0.19534984,0.4159984025749063,0.3314978362807802,0.13412572297651454,0.5994443,0.60165155,0.3100727,0.06496412
TZA,Tanzania,Tanzanian Shilling,1993,18789.129,19359.705,27.408305,13.559478,,1.7582934,18365.97,18953.79,62574.145,0.1395367,19905.34433128553,61378.793,0.77757883,0.52845734,405.2740166666667,0.26842886,0.26010403,2,1,0,0,,,0.5606542,0.2395527,0.4403147,0.039701615,-0.081101425,-0.19912179,0.3140738708184192,0.3442135630605628,0.16907836624820707,0.6110305,0.5592295,0.320646,0.09008896
TZA,Tanzania,Tanzanian Shilling,1994,18042.54,18480.156,28.297223,13.93912,,1.7685794,17520.457,18010.215,62291.035,0.12960623,20509.138218827145,62873.1,0.7782515,0.52845734,509.6308750000001,0.29039806,0.28250116,2,1,0,0,,,0.6292355,0.23886962,0.37624073,0.039763756,-0.08165234,-0.20245728,0.32569044458261687,0.3576015542819807,0.18870756665130684,0.6316088,0.5728578,0.31893492,0.07712284
TZA,Tanzania,Tanzanian Shilling,1995,18700.691,19930.506,29.153731999999998,14.373333,,1.7789254,18034.31,19358.592,61583.805,0.13109855,21241.296378316543,63487.816,0.78671503,0.5567975,574.7617416666666,0.3286794,0.3061951,2,1,0,0,,,0.649624,0.1774389,0.2910843,0.04817153,-0.13810523,-0.028213443,0.34438011322998396,0.41894019857000253,0.23861850939334983,0.67902267,0.6182791,0.35756487,0.08849393
TZA,Tanzania,Tanzanian Shilling,1996,19782.73,20020.705,29.969154999999997,14.915219,,1.7910374,18991.984,19400.074,59941.883,0.12806612,22206.578799294697,63906.918,0.8003255,0.5562058,579.9766666666667,0.38580686,0.37769124,1,1,0,0,0.01631662886055618,,0.74767387,0.162317,0.18446037,0.0484006,-0.10674582,-0.036106072,0.37327968650144516,0.4751887587551128,0.3579311574542771,0.69526535,0.6048937,0.39462328,0.09882347
TZA,Tanzania,Tanzanian Shilling,1997,21289.58,21402.135,30.95645,15.466029,,1.803232,20364.438,20661.232,59856.535,0.13416265,22989.422478587745,64310.82,0.80689013,0.5418513,612.1225000000001,0.42558646,0.41947296,2,1,0,0,,,0.74928534,0.15265326,0.1648002,0.043293808,-0.1089483,-0.0010843365,0.4277455027740102,0.5022358293658362,0.344770311094093,0.6687158,0.57837534,0.41866124,0.08600015
TZA,Tanzania,Tanzanian Shilling,1998,22629.744,22741.408,31.524670999999998,15.723899,,1.8155094,21534.053,21894.227,60742.83,0.1365236,23843.875603134038,65276.816,0.8207821,0.5313243,664.6712083333333,0.4390375,0.43181503,2,1,0,0,,,0.7644932,0.1630755,0.1786935,0.04562009,-0.13719313,-0.014689218,0.45471337307520426,0.5262465070884321,0.2923854464161886,0.6308249,0.5562292,0.43585685,0.09320388
TZA,Tanzania,Tanzanian Shilling,1999,23691.205,23774.676,32.308305,16.075405,,1.8278706,22608.637,22943.227,61809.594,0.14034677,24998.010343510035,66460.42,0.8403693,0.5150287,744.759075,0.42894438,0.42268896,2,1,0,0,,63.333333333333336,0.7494426,0.16720508,0.17051001,0.045006588,-0.1264618,-0.0057024397,0.45769015612906955,0.4433900022736998,0.2884324902797931,0.62178224,0.547321,0.37161946,0.08295764
TZA,Tanzania,Tanzanian Shilling,2000,24828.895,25230.639,33.122161,16.39572,,1.8403159,23905.137,24259.482,63077.875,0.14260472,26231.373833694637,67876.734,0.86104417,0.50502044,800.4085166666666,0.42609194,0.41986826,2,1,0,0,,,0.71018046,0.17391963,0.1679161,0.04633093,-0.122103274,0.02375613,0.46271386371407397,0.40595321269331297,0.29206286065479214,0.5834679,0.5355667,0.35379758,0.081002
TZA,Tanzania,Tanzanian Shilling,2001,26485.447,27011.379,33.973073,16.772503,,1.8541712,25607.29,26039.686,65258.824,0.15244521,27804.686743105303,69837.93,0.8862888,0.4936973,876.4116666666666,0.4054924,0.39875907,2,1,0,0,,,0.6724706,0.1854642,0.16752091,0.050742116,-0.1264241,0.05022626,0.4445536409246245,0.3751251787385668,0.2823106390378585,0.57735777,0.5250577,0.33293933,0.10091533
TZA,Tanzania,Tanzanian Shilling,2002,28969.465,29253.559,34.850494,17.215523,,1.8681307,28126.838,28416.295,67664.81,0.16650122,29796.490363731496,72136.11,0.91898555,0.4798416,966.5827842592593,0.38417402,0.38026068,2,1,0,0,,,0.6407401,0.18939067,0.18204866,0.053498477,-0.11617657,0.050498653,0.4268621341233806,0.34514297382354514,0.27453363903030065,0.5929124,0.5122796,0.31531328,0.15786275
TZA,Tanzania,Tanzanian Shilling,2003,30916.887,31367.248,35.777280999999995,17.65962,,1.8821952,30135.021,30695.326,70920.39,0.17590624,31848.344188697607,75233.336,0.9458958,0.46986628,1038.419006596036,0.38689634,0.37983406,2,1,0,0,,,0.59966725,0.19921204,0.22457558,0.056307957,-0.12582016,0.046057303,0.44166799344572044,0.3654502091368706,0.25966775337223047,0.65494674,0.5604012,0.33325312,0.12187756
TZA,Tanzania,Tanzanian Shilling,2004,32737.404,32958.797,36.745945999999996,18.123201,,1.8963658,32041.447,32504.172,76319.67,0.17909324,34341.52760131361,78981.59,0.9784986,0.46878958,1089.334771489825,0.40028784,0.39458942,2,1,0,0,,70.0,0.5910869,0.20860402,0.2493054,0.06300309,-0.1323191,0.020319633,0.4468749036882636,0.42692478201069295,0.26754475077927264,0.7193416,0.59439456,0.38165942,0.175473
TZA,Tanzania,Tanzanian Shilling,2005,35797.707,36872.457,37.758024,18.61111,,1.910643,35797.707,36872.457,84059.984,0.20293552,36872.45703125,84059.984,1.0,0.44749,1128.93417916192,0.39505094,0.3835361,1,1,0,0,0.1055378630835023,67.77777777777777,0.58024335,0.21905378,0.2580407,0.060765,-0.14039509,0.022292268,0.43810994515517204,0.4387899484836123,0.26109575239080657,0.7461445,0.6271984,0.3812868,0.1675085
URY,Uruguay,Peso Uruguayo,1970,19802.334,19250.361,2.809117,0.8486559,,2.0250216,19748.926,19244.562,28481.518,0.9930007,14659.558208488801,40318.887,1.0727375,0.51688915,0.000248,0.12849535,0.13186298,0,0,0,0,,,0.75679964,0.11881696,0.19217718,0.05158533,-0.07899522,-0.040383853,0.12465873996520255,0.2017133908685113,0.0983357187622747,0.23421425,0.15317959,0.19743344,0.011425252
URY,Uruguay,Peso Uruguayo,1971,19942.55,19344.744,2.817577,0.85371715,,2.0447638,19844.797,19322.338,30142.184,0.96219915,14677.133577009829,41403.88,1.0517914,0.51688915,0.000248,0.15361972,0.15777348,0,0,0,0,,,0.7537202,0.12646969,0.19457407,0.04351176,-0.077258475,-0.04101728,0.14525599719428925,0.24892617834117087,0.12407076269287726,0.24440597,0.14878075,0.25072256,0.008812368
URY,Uruguay,Peso Uruguayo,1972,19494.262,18829.879,2.820734,0.8544215,,2.0646985,19330.623,18745.299,30589.33,0.91250217,14449.220733345433,41826.76,1.0247966,0.51688915,0.0005308258333333333,0.12674537,0.13070302,0,0,0,0,,,0.7747561,0.11002174,0.17488103,0.038853403,-0.059786044,-0.038726177,0.12228658797389162,0.22259741857566284,0.08619593329142712,0.29393336,0.1666363,0.2199763,0.013050841
URY,Uruguay,Peso Uruguayo,1973,20240.432,19168.842,2.821367,0.85372597,,2.0848272,19989.82,19056.203,31787.455,0.89836794,14501.946838975264,41924.39,1.0226697,0.51688915,0.0008571508333333332,0.1565135,0.16418156,0,0,0,0,,,0.75929517,0.10337553,0.21065545,0.04579864,-0.06939829,-0.049726557,0.1494314219283864,0.31613344051792386,0.10370969969709677,0.3496633,0.16799273,0.3096365,0.017238345
URY,Uruguay,Peso Uruguayo,1974,19752.371,19334.809,2.823326,0.8535821,,2.1051524,19630.291,19354.213,33525.492,0.9274941,14957.772526370802,42614.277,1.0413854,0.51688915,0.0010983275,0.22078995,0.22393939,0,0,0,0,,,0.7345874,0.10952578,0.22493137,0.05290579,-0.0864321,-0.03551818,0.2228881342733465,0.3738188708644822,0.1394232673777924,0.37208417,0.2756657,0.37217897,0.015127082
URY,Uruguay,Peso Uruguayo,1975,20260.604,20067.773,2.8293909999999998,0.85598713,,2.1256757,20185.145,20118.018,34491.727,0.9712509,15834.840111495774,44259.008,1.0754821,0.51688915,0.002235833333333333,0.18947265,0.19010486,1,0,0,0,0.5764854264614542,,0.72706324,0.13785936,0.21414521,0.058544435,-0.09750382,-0.040108465,0.19188957700676562,0.2946091905046427,0.11358341104446154,0.3236525,0.26329455,0.29045457,0.017387804
URY,Uruguay,Peso Uruguayo,1976,20643.25,20272.932,2.840601,0.85929894,,2.1493762,20493.375,20263.195,37769.27,0.9172475,16465.852536992625,46726.92,1.0810184,0.51688915,0.0033025,0.19553769,0.19775888,2,0,0,0,,,0.69165355,0.17552315,0.20083408,0.082033075,-0.10974519,-0.04029866,0.19775215738175775,0.26406705962387517,0.12801852380092918,0.3224668,0.2693602,0.2594313,0.019597732
URY,Uruguay,Peso Uruguayo,1977,20270.807,20117.973,2.856206,0.8639445,,2.1733408,20107.475,20068.04,42797.883,0.8557734,16659.181590990916,49639.395,1.053215,0.51688915,0.004646666666666666,0.22319768,0.22363628,2,0,0,0,,,0.6859138,0.22092742,0.17499599,0.08628222,-0.10405851,-0.06406094,0.23598335701182666,0.243660654912124,0.14724909595116917,0.34567645,0.32026845,0.2357786,0.017441068
URY,Uruguay,Peso Uruguayo,1978,21464.656,21173.283,2.8749979999999997,0.869556,,2.1975725,21243.148,21071.914,49314.633,0.8398039,17535.682228739937,53061.594,1.0637897,0.51688915,0.006023333333333334,0.25312352,0.2551805,2,0,0,0,,,0.65874,0.2625758,0.16773511,0.084391765,-0.09946986,-0.07397285,0.27550280877029315,0.2462764955032733,0.1759527528019638,0.3834359,0.3414737,0.23699437,0.01663375
URY,Uruguay,Peso Uruguayo,1979,23270.357,22954.102,2.894983,0.8758315,,2.2220745,23024.55,22953.93,58288.04,0.8559792,18617.417815315504,57081.656,1.0800076,0.51688915,0.007838333333333334,0.3343524,0.3353811,2,0,0,0,,,0.6280628,0.3260491,0.157184,0.075455,-0.12899834,-0.05775256,0.3863680714502335,0.28188682571221135,0.2353426213375417,0.45452482,0.3962098,0.27982396,0.015236982
URY,Uruguay,Peso Uruguayo,1980,24704.107,24277.936,2.9146829999999997,0.88262725,,2.2468495,24647.586,24462.645,68155.91,0.8666848,19734.304138933123,61292.844,1.0953945,0.51688915,0.0090725,0.43177435,0.43503863,1,0,0,0,0.5683093650364979,,0.6349912,0.3577997,0.13438232,0.079642184,-0.14380796,-0.06300746,0.4984277432360801,0.33389688534710826,0.3774234389846518,0.5435574,0.4695519,0.34924582,0.013670741
URY,Uruguay,Peso Uruguayo,1981,25211.469,24500.28,2.933904,0.9207205,,2.2721615,25183.238,24756.85,74164.695,0.8230849,20109.056352101456,64992.77,1.0554625,0.51688915,0.01079333333333333,0.47174865,0.47987363,2,0,0,0,,,0.63677454,0.3238432,0.14819366,0.08555655,-0.13938525,-0.05498274,0.5383825853774311,0.3602001585649877,0.42919254785982863,0.5744031,0.47326285,0.3780529,0.014864219
URY,Uruguay,Peso Uruguayo,1982,22689.275,22099.957,2.953118,0.9041357,,2.2977586,22759.36,22379.383,76765.88,0.75595164,18220.554654618525,67625.54,0.94155735,0.51688915,0.01385333333333334,0.42742425,0.43468142,2,0,0,0,,,0.63279164,0.2961119,0.16543983,0.089419216,-0.11651123,-0.0672513,0.48194891756169683,0.33506443906054884,0.38418243079494485,0.51178455,0.4256923,0.35260525,0.016648896
URY,Uruguay,Peso Uruguayo,1983,20519.373,19743.404,2.9722839999999997,0.919829,,2.323644,20522.75,19979.285,72543.43,0.65186197,17154.126647126926,68567.05,0.86771107,0.51688915,0.03437583333333334,0.27460313,0.2820727,2,0,0,0,,,0.6380001,0.20737343,0.18442245,0.11762397,-0.08444297,-0.06297699,0.3161276679203287,0.21448355918053275,0.19855237960361333,0.4445049,0.41723806,0.22942294,0.030141193
URY,Uruguay,Peso Uruguayo,1984,20200.045,19572.21,2.991478,0.92747754,,2.3498209,20080.818,19743.998,71199.88,0.61611736,16966.75993428724,68702.48,0.84882426,0.51688915,0.05589333333333334,0.26668003,0.27122942,2,1,0,0,,,0.6225147,0.17612864,0.18806368,0.10692576,-0.09303689,-0.0005958656,0.3114049358646042,0.20626657576564822,0.17521431460102066,0.4400452,0.41699785,0.22619823,0.034804206
URY,Uruguay,Peso Uruguayo,1985,20195.67,19576.36,3.010766,0.97649974,,2.3762927,20237.332,19859.89,70566.78,0.58896655,17217.103767668792,68470.77,0.8352392,0.51688915,0.1011558333333333,0.25821906,0.26312655,2,1,0,0,,,0.6251579,0.15881617,0.19822954,0.09851247,-0.089102514,0.0083864555,0.2983395086201181,0.20870918799405686,0.17135686895609775,0.43582067,0.39996177,0.23485404,0.03327854
URY,Uruguay,Peso Uruguayo,1986,22851.625,22110.168,3.0299479999999996,1.0208455,,2.3865595,22964.408,22543.488,70393.39,0.64722496,18741.95196829772,68881.97,0.8840399,0.51688915,0.1514341666666667,0.2827831,0.2880631,2,1,0,0,,,0.618321,0.16217966,0.19824578,0.09992614,-0.085194744,0.0065221777,0.33032743078310706,0.2197909950182025,0.1860263393690487,0.4803777,0.45297348,0.23983704,0.028765235
URY,Uruguay,Peso Uruguayo,1987,25087.965,24570.777,3.048955,1.090784,,2.3968709,25224.26,25039.143,71202.945,0.6820357,20228.759641088705,69480.48,0.9161528,0.51688915,0.2255216666666667,0.32255974,0.32494447,2,1,0,0,,,0.64050585,0.17285857,0.19488522,0.08920724,-0.090557985,-0.0068989107,0.36756674503379344,0.2973252333173981,0.19702310763398798,0.53324705,0.50358915,0.32736495,0.028546186
URY,Uruguay,Peso Uruguayo,1988,25139.838,24260.018,3.0681659999999997,1.1031598,,2.4072266,25246.682,24872.584,71479.234,0.66029763,20226.99941102098,70283.11,0.9036909,0.51688915,0.3585075,0.33255795,0.3375598,2,1,0,0,,,0.633977,0.15919246,0.1986396,0.10272877,-0.08572644,-0.008811388,0.3799991039625355,0.30932837788786083,0.1997614837347525,0.5647801,0.55197644,0.3307211,0.033178724
URY,Uruguay,Peso Uruguayo,1989,25378.217,24384.783,3.08811,1.1344405,,2.417627,25442.475,24965.93,71967.984,0.64310205,20487.02450980838,71189.03,0.8946139,0.51688915,0.6211783333333333,0.33816478,0.3446196,2,1,0,0,,,0.6292641,0.13983579,0.20801736,0.11066282,-0.0875054,-0.00027472497,0.3913049225056457,0.3076782641004228,0.1979069379219235,0.57782084,0.56745815,0.31888837,0.03350505
URY,Uruguay,Peso Uruguayo,1990,24983.252,24201.193,3.1091219999999997,1.1358793,,2.4280725,25042.734,24659.447,75614.73,0.6163661,20674.684594270395,72106.805,0.8946553,0.51688915,1.169484166666667,0.36894608,0.3746807,2,1,0,0,,,0.6211545,0.1408647,0.21315143,0.114699654,-0.097815655,0.007945376,0.4310166923538445,0.3227498353632545,0.2185928177603581,0.60401845,0.5864335,0.30975863,0.029026045
URY,Uruguay,Peso Uruguayo,1991,26161.27,25528.945,3.13114,1.1310859,,2.434768,26184.596,26062.162,76026.98,0.6498682,21332.228319076767,73290.305,0.91657597,0.51688915,2.017663333333333,0.42375058,0.42574126,2,1,0,0,,,0.6289723,0.16239573,0.20580815,0.09833392,-0.10103631,0.0055262083,0.4892497753094176,0.3915017802959951,0.24902417616222933,0.6141099,0.5894246,0.38798892,0.026825115
URY,Uruguay,Peso Uruguayo,1992,29281.344,28763.906,3.153857,1.1527337,,2.441482,29120.883,29344.998,76767.2,0.6991626,23274.153257684655,75666.94,0.9737253,0.51688915,3.024811666666667,0.4883956,0.4846656,2,1,0,0,,,0.63243425,0.1891969,0.19127159,0.093688354,-0.11329094,0.0066998247,0.5724249518246248,0.43613903996251163,0.26224460046558395,0.5893124,0.6045543,0.44908595,0.02464819
URY,Uruguay,Peso Uruguayo,1993,30593.57,29920.861,3.177035,1.1662816,,2.4482145,30416.592,30396.002,80966.44,0.69740444,23880.454729111796,78298.33,0.97542006,0.51688915,3.941091666666666,0.5447116,0.5450806,2,1,0,0,,,0.6438737,0.20004888,0.18982804,0.08584945,-0.13038751,0.0107874805,0.6359093113807807,0.4716347761289746,0.31239149044183695,0.615652,0.5886208,0.5077129,0.022012923
URY,Uruguay,Peso Uruguayo,1994,33461.84,32481.902,3.200342,1.2017722,,2.4549654,33089.88,32950.805,85379.69,0.718275,25621.12669548653,81186.97,1.0111108,0.51688915,5.043916666666667,0.5832201,0.58568174,2,1,0,0,,,0.6432445,0.20190184,0.19476329,0.090269506,-0.13571534,0.005536219,0.6863654765394291,0.5094946383781118,0.3189899944428567,0.6436396,0.60537016,0.5409083,0.020279475
URY,Uruguay,Peso Uruguayo,1995,33306.21,32144.22,3.223401,1.2242125,,2.461735,32790.48,32578.367,89302.055,0.6898192,25249.52256784625,83957.945,0.96970785,0.51688915,6.349,0.6499501,0.6541818,2,1,0,0,,,0.62721515,0.20685379,0.2025876,0.09592877,-0.13827483,0.005689516,0.7860633713941763,0.5392435686496778,0.3415785549953873,0.673932,0.63615805,0.54936624,0.018650547
URY,Uruguay,Peso Uruguayo,1996,35430.54,33944.242,3.2464839999999997,1.195728,,2.4857354,34709.65,34344.223,92347.36,0.7115883,26653.795008068628,86822.15,1.0144144,0.51688915,7.971833333333333,0.65276074,0.6597062,1,1,0,0,0.6452097407775328,,0.6466171,0.19098893,0.20268151,0.10314502,-0.15492024,0.011487663,0.7613174103618296,0.5825620767062212,0.37258024247326377,0.67677885,0.6244344,0.58518106,0.020085728
URY,Uruguay,Peso Uruguayo,1997,35506.758,33931.4,3.269301,1.1953319,,2.5099695,34682.633,34277.332,94742.51,0.6887313,27968.10013322166,90226.086,1.0397934,0.51688915,9.441833333333333,0.69111645,0.6992883,2,1,0,0,,,0.6694463,0.20275612,0.16785873,0.12133617,-0.17462611,0.013228784,0.7824278588522016,0.5809796227375338,0.45998679847518326,0.65627927,0.620733,0.58113366,0.018725647
URY,Uruguay,Peso Uruguayo,1998,36020.402,34169.867,3.2902609999999997,1.1271873,,2.53444,34976.664,34451.727,97395.95,0.6875671,29231.9478390238,93883.336,1.0945916,0.5401541,10.47191666666667,0.725795,0.7368539,2,1,0,0,,,0.6911792,0.20934188,0.14314443,0.13020633,-0.18675737,0.012885469,0.7949196783592579,0.6102582768678738,0.5609902833035123,0.6174217,0.5917853,0.5920867,0.017925369
URY,Uruguay,Peso Uruguayo,1999,33835.68,31962.74,3.30729,1.1066829,,2.5591493,32917.617,32221.328,99188.875,0.6258669,28665.078353280987,96682.805,1.0643816,0.5628214,11.3393,0.7286048,0.7443496,2,1,0,0,,65.55555555555556,0.7274331,0.18646106,0.1403165,0.1127446,-0.18170841,0.014753146,0.7769011377979418,0.6018044792522929,0.6467251999121232,0.6157932,0.5732383,0.58814657,0.01803203
URY,Uruguay,Peso Uruguayo,2000,31833.15,30666.822,3.319066,1.0917104,,2.5761943,31215.926,30677.326,99832.19,0.5920632,28111.88105606244,98896.68,1.0371357,0.53065664,12.09959166666667,0.7311412,0.74397784,2,1,0,0,,,0.73737407,0.18465792,0.12928483,0.12907244,-0.19849332,0.018104032,0.7718976138927902,0.5824612217823083,0.711047665800526,0.57970554,0.56916904,0.5794579,0.01496679
